FriendlyId,District2010Cycle,District2020Cycle,Party,Votes2016,Votes2020,state
40113000202,3,3,Dem,1239,1409,OKLAHOMA
40083000304,3,3,Dem,29,33,OKLAHOMA
40145000310,1,1,Dem,76,85,OKLAHOMA
40145000303,1,1,Dem,141,222,OKLAHOMA
40005000007,2,2,Dem,66,75,OKLAHOMA
40109000204,5,5,Dem,1142,1381,OKLAHOMA
40109000213,5,3,Dem,221,316,OKLAHOMA
40109000034,5,5,Dem,207,303,OKLAHOMA
40109000041,5,5,Dem,481,630,OKLAHOMA
40109000057,5,5,Dem,406,552,OKLAHOMA
40109000082,4,4,Dem,266,323,OKLAHOMA
40109000093,4,5,Dem,234,338,OKLAHOMA
40109000248,5,3,Dem,994,936,OKLAHOMA
40109000152,5,5,Dem,692,933,OKLAHOMA
40109000035,5,5,Dem,686,1045,OKLAHOMA
40109000228,5,3,Dem,323,399,OKLAHOMA
40109000055,5,5,Dem,392,510,OKLAHOMA
40109000081,4,4,Dem,389,528,OKLAHOMA
40109000029,5,4,Dem,501,659,OKLAHOMA
40109000189,5,,Dem,92,177,OKLAHOMA
40109000211,5,3,Dem,410,539,OKLAHOMA
40109000085,4,4,Dem,528,742,OKLAHOMA
40109000080,4,4,Dem,763,1182,OKLAHOMA
40109000245,5,5,Dem,984,1058,OKLAHOMA
40109000109,5,5,Dem,555,689,OKLAHOMA
40109000043,5,5,Dem,399,530,OKLAHOMA
40109000107,5,5,Dem,133,199,OKLAHOMA
40121000005,2,2,Dem,136,130,OKLAHOMA
40017000227,3,3,Dem,542,831,OKLAHOMA
40119000407,3,3,Dem,204,267,OKLAHOMA
40119000010,3,3,Dem,363,325,OKLAHOMA
40109000241,5,5,Dem,615,722,OKLAHOMA
40065000020,3,3,Dem,43,53,OKLAHOMA
40109000116,5,5,Dem,277,449,OKLAHOMA
40109000171,5,,Dem,597,744,OKLAHOMA
40109000250,5,3,Dem,560,800,OKLAHOMA
40057000204,3,3,Dem,4,0,OKLAHOMA
40017000204,3,5,Dem,287,402,OKLAHOMA
40055000105,3,3,Dem,17,14,OKLAHOMA
40075000006,3,3,Dem,36,43,OKLAHOMA
40119000012,3,3,Dem,252,179,OKLAHOMA
40041000017,2,2,Dem,71,78,OKLAHOMA
40075000016,3,3,Dem,15,20,OKLAHOMA
40153000204,3,3,Dem,18,21,OKLAHOMA
40109000180,5,5,Dem,424,491,OKLAHOMA
40109000023,4,5,Dem,286,393,OKLAHOMA
40019000024,4,4,Dem,229,296,OKLAHOMA
40019000062,4,4,Dem,161,151,OKLAHOMA
40109000047,5,5,Dem,333,379,OKLAHOMA
40109000199,5,5,Dem,564,493,OKLAHOMA
40135000106,2,2,Dem,103,96,OKLAHOMA
40135000304,2,2,Dem,87,85,OKLAHOMA
40109000142,5,5,Dem,895,1088,OKLAHOMA
40081000020,3,5,Dem,101,133,OKLAHOMA
40081000009,3,5,Dem,98,115,OKLAHOMA
40109000071,5,5,Dem,277,275,OKLAHOMA
40109000194,5,5,Dem,533,820,OKLAHOMA
40109000010,5,5,Dem,173,255,OKLAHOMA
40109000145,5,5,Dem,350,380,OKLAHOMA
40127000003,2,2,Dem,71,62,OKLAHOMA
40081000007,3,5,Dem,74,68,OKLAHOMA
40017000302,4,3,Dem,297,366,OKLAHOMA
40097000034,2,2,Dem,101,102,OKLAHOMA
40051000028,4,4,Dem,139,194,OKLAHOMA
40097000101,2,2,Dem,133,133,OKLAHOMA
40035000520,2,2,Dem,78,94,OKLAHOMA
40085000310,4,4,Dem,105,107,OKLAHOMA
40087000001,4,4,Dem,29,33,OKLAHOMA
40075000011,3,3,Dem,8,10,OKLAHOMA
40041000020,2,2,Dem,62,44,OKLAHOMA
40137000016,4,4,Dem,244,272,OKLAHOMA
40137000001,4,4,Dem,136,147,OKLAHOMA
40137000003,4,4,Dem,140,170,OKLAHOMA
40137000059,4,4,Dem,18,29,OKLAHOMA
40137000053,4,4,Dem,23,20,OKLAHOMA
40021000017,2,2,Dem,89,110,OKLAHOMA
40021000001,2,2,Dem,462,544,OKLAHOMA
40017000228,3,5,Dem,210,343,OKLAHOMA
40017000210,3,5,Dem,102,206,OKLAHOMA
40147000046,1,2,Dem,163,162,OKLAHOMA
40065000017,3,3,Dem,31,26,OKLAHOMA
40109000115,5,5,Dem,1164,1263,OKLAHOMA
40109000153,5,5,Dem,678,698,OKLAHOMA
40109000238,5,,Dem,0,0,OKLAHOMA
40109000033,5,4,Dem,647,879,OKLAHOMA
40133000022,5,5,Dem,217,226,OKLAHOMA
40133000033,5,5,Dem,19,21,OKLAHOMA
40137000032,4,4,Dem,189,171,OKLAHOMA
40143000038,1,1,Dem,178,278,OKLAHOMA
40017000215,3,5,Dem,402,597,OKLAHOMA
40017000109,3,3,Dem,30,39,OKLAHOMA
40137000060,4,4,Dem,9,9,OKLAHOMA
40143000110,1,1,Dem,423,542,OKLAHOMA
40143000853,1,1,Dem,220,259,OKLAHOMA
40143000048,1,1,Dem,606,682,OKLAHOMA
40143000053,1,1,Dem,569,612,OKLAHOMA
40143000760,1,1,Dem,329,454,OKLAHOMA
40143000118,1,1,Dem,388,506,OKLAHOMA
40143000151,1,1,Dem,156,231,OKLAHOMA
40143000127,1,1,Dem,227,273,OKLAHOMA
40143000171,1,1,Dem,260,315,OKLAHOMA
40143000802,1,1,Dem,160,218,OKLAHOMA
40143000132,1,1,Dem,321,430,OKLAHOMA
40145000102,1,1,Dem,149,199,OKLAHOMA
40143000757,1,1,Dem,538,687,OKLAHOMA
40143000104,1,1,Dem,294,363,OKLAHOMA
40143000139,1,1,Dem,401,444,OKLAHOMA
40143000163,1,1,Dem,373,528,OKLAHOMA
40143000504,1,1,Dem,305,387,OKLAHOMA
40143000754,1,1,Dem,427,543,OKLAHOMA
40023000322,2,2,Dem,8,15,OKLAHOMA
40129000301,3,3,Dem,9,11,OKLAHOMA
40017000206,3,5,Dem,373,520,OKLAHOMA
40143000502,1,1,Dem,352,490,OKLAHOMA
40143000025,1,1,Dem,178,218,OKLAHOMA
40087000008,4,4,Dem,122,137,OKLAHOMA
40087000006,4,4,Dem,146,168,OKLAHOMA
40143000035,1,1,Dem,594,812,OKLAHOMA
40143000032,1,1,Dem,306,463,OKLAHOMA
40143000007,1,1,Dem,452,475,OKLAHOMA
40143000089,1,1,Dem,225,333,OKLAHOMA
40077000003,2,2,Dem,30,39,OKLAHOMA
40087000027,4,4,Dem,59,73,OKLAHOMA
40087000007,4,4,Dem,63,64,OKLAHOMA
40089000019,2,2,Dem,51,73,OKLAHOMA
40017000200,3,5,Dem,883,1678,OKLAHOMA
40017000221,3,,Dem,310,446,OKLAHOMA
40093000016,3,3,Dem,7,7,OKLAHOMA
40015001213,3,3,Dem,37,38,OKLAHOMA
40087000023,4,4,Dem,128,164,OKLAHOMA
40087000017,4,4,Dem,32,40,OKLAHOMA
40143000080,1,1,Dem,107,139,OKLAHOMA
40143000091,1,1,Dem,329,497,OKLAHOMA
40143000082,1,1,Dem,366,453,OKLAHOMA
40143000071,1,1,Dem,904,788,OKLAHOMA
40143000170,1,1,Dem,142,180,OKLAHOMA
40143000117,1,1,Dem,578,615,OKLAHOMA
40143000125,1,1,Dem,360,387,OKLAHOMA
40143000173,1,1,Dem,388,408,OKLAHOMA
40143000551,1,1,Dem,106,147,OKLAHOMA
40143000085,1,1,Dem,195,267,OKLAHOMA
40143000467,1,1,Dem,96,302,OKLAHOMA
40143000851,1,1,Dem,283,371,OKLAHOMA
40013000020,2,2,Dem,105,126,OKLAHOMA
40021000012,2,2,Dem,247,275,OKLAHOMA
40063000031,2,2,Dem,37,41,OKLAHOMA
40063000032,2,2,Dem,65,56,OKLAHOMA
40011000016,3,3,Dem,16,25,OKLAHOMA
40153000304,3,3,Dem,21,25,OKLAHOMA
40143000142,1,1,Dem,179,190,OKLAHOMA
40143000751,1,1,Dem,404,485,OKLAHOMA
40143000356,1,1,Dem,49,72,OKLAHOMA
40023000318,2,2,Dem,45,41,OKLAHOMA
40023000211,2,2,Dem,29,28,OKLAHOMA
40041000006,2,2,Dem,164,185,OKLAHOMA
40145000311,1,1,Dem,60,69,OKLAHOMA
40143000352,1,1,Dem,191,237,OKLAHOMA
40143000059,1,1,Dem,252,288,OKLAHOMA
40143000044,1,1,Dem,341,377,OKLAHOMA
40009000332,3,3,Dem,121,152,OKLAHOMA
40085000313,4,4,Dem,36,22,OKLAHOMA
40145000106,1,1,Dem,510,747,OKLAHOMA
40049000006,4,4,Dem,81,76,OKLAHOMA
40097000311,2,2,Dem,90,86,OKLAHOMA
40001010010,2,2,Dem,26,26,OKLAHOMA
40049000003,4,4,Dem,70,73,OKLAHOMA
40097000036,2,2,Dem,295,294,OKLAHOMA
40001010018,2,2,Dem,127,135,OKLAHOMA
40051000033,4,4,Dem,42,47,OKLAHOMA
40121000032,2,2,Dem,186,237,OKLAHOMA
40103000201,3,3,Dem,118,129,OKLAHOMA
40115000007,2,2,Dem,243,248,OKLAHOMA
40151000003,3,3,Dem,87,93,OKLAHOMA
40121000044,2,2,Dem,103,94,OKLAHOMA
40013000014,2,2,Dem,44,45,OKLAHOMA
40143000056,1,1,Dem,443,521,OKLAHOMA
40143000466,1,1,Dem,367,437,OKLAHOMA
40143000400,1,1,Dem,372,533,OKLAHOMA
40051000038,4,4,Dem,257,279,OKLAHOMA
40143000112,1,1,Dem,406,523,OKLAHOMA
40143000150,1,1,Dem,491,706,OKLAHOMA
40135000305,2,2,Dem,54,69,OKLAHOMA
40153000202,3,3,Dem,164,237,OKLAHOMA
40051000003,4,4,Dem,208,227,OKLAHOMA
40031000031,4,4,Dem,779,1021,OKLAHOMA
40143000468,1,1,Dem,527,653,OKLAHOMA
40143000473,1,1,Dem,276,360,OKLAHOMA
40143000083,1,1,Dem,407,538,OKLAHOMA
40037000422,3,,Dem,79,104,OKLAHOMA
40113000310,3,3,Dem,859,878,OKLAHOMA
40121000048,2,2,Dem,22,24,OKLAHOMA
40013000033,2,2,Dem,210,302,OKLAHOMA
40067000010,4,4,Dem,7,2,OKLAHOMA
40027000036,4,4,Dem,222,315,OKLAHOMA
40027000014,4,4,Dem,700,729,OKLAHOMA
40027000007,4,4,Dem,306,648,OKLAHOMA
40071000507,3,3,Dem,175,184,OKLAHOMA
40045000009,3,3,Dem,13,12,OKLAHOMA
40045000004,3,3,Dem,12,13,OKLAHOMA
40099000005,4,4,Dem,230,269,OKLAHOMA
40095000206,2,2,Dem,69,70,OKLAHOMA
40033000010,4,4,Dem,15,6,OKLAHOMA
40027000035,4,4,Dem,428,523,OKLAHOMA
40047000306,3,3,Dem,143,144,OKLAHOMA
40027000061,4,4,Dem,451,582,OKLAHOMA
40027000006,4,4,Dem,691,755,OKLAHOMA
40131000014,2,2,Dem,192,256,OKLAHOMA
40131000007,2,2,Dem,263,349,OKLAHOMA
40131000110,2,2,Dem,193,269,OKLAHOMA
40079000310,2,2,Dem,113,129,OKLAHOMA
40079000302,2,2,Dem,85,61,OKLAHOMA
40079000210,2,2,Dem,115,111,OKLAHOMA
40079000111,2,2,Dem,97,113,OKLAHOMA
40117000112,3,3,Dem,35,32,OKLAHOMA
40111000038,2,2,Dem,74,54,OKLAHOMA
40091000316,2,2,Dem,84,103,OKLAHOMA
40111000031,2,2,Dem,37,42,OKLAHOMA
40027000055,4,4,Dem,861,1069,OKLAHOMA
40027000044,4,4,Dem,526,780,OKLAHOMA
40067000007,4,4,Dem,51,42,OKLAHOMA
40079000213,2,2,Dem,13,13,OKLAHOMA
40037000407,3,3,Dem,57,54,OKLAHOMA
40113000309,3,3,Dem,90,95,OKLAHOMA
40111000034,2,2,Dem,52,72,OKLAHOMA
40067000008,4,4,Dem,5,3,OKLAHOMA
40079000309,2,2,Dem,13,15,OKLAHOMA
40131000003,2,2,Dem,223,333,OKLAHOMA
40131000011,2,2,Dem,337,293,OKLAHOMA
40131000025,1,1,Dem,70,68,OKLAHOMA
40145000301,1,1,Dem,297,463,OKLAHOMA
40145000307,1,1,Dem,190,234,OKLAHOMA
40005000019,2,2,Dem,2,2,OKLAHOMA
40119000002,3,3,Dem,350,441,OKLAHOMA
40001010013,2,2,Dem,82,91,OKLAHOMA
40109000077,5,5,Dem,767,864,OKLAHOMA
40109000079,5,4,Dem,909,1114,OKLAHOMA
40065000001,3,3,Dem,220,340,OKLAHOMA
40109000227,5,3,Dem,270,391,OKLAHOMA
40109000234,5,3,Dem,325,436,OKLAHOMA
40109000196,5,5,Dem,772,644,OKLAHOMA
40109000156,5,5,Dem,864,1047,OKLAHOMA
40073000203,3,3,Dem,22,21,OKLAHOMA
40109000129,5,5,Dem,375,620,OKLAHOMA
40109000163,5,,Dem,614,739,OKLAHOMA
40109000169,5,,Dem,508,705,OKLAHOMA
40109000177,5,5,Dem,538,630,OKLAHOMA
40109000233,5,3,Dem,102,183,OKLAHOMA
40109000247,5,3,Dem,475,508,OKLAHOMA
40109000253,5,5,Dem,98,155,OKLAHOMA
40109000254,5,5,Dem,347,502,OKLAHOMA
40109000051,5,5,Dem,506,709,OKLAHOMA
40109000048,5,5,Dem,409,591,OKLAHOMA
40109000122,5,5,Dem,761,938,OKLAHOMA
40109000067,5,5,Dem,244,316,OKLAHOMA
40109000106,5,5,Dem,513,584,OKLAHOMA
40109000054,5,5,Dem,364,508,OKLAHOMA
40123000053,4,4,Dem,340,443,OKLAHOMA
40031000036,4,4,Dem,106,125,OKLAHOMA
40123000061,4,4,Dem,48,56,OKLAHOMA
40081000006,3,5,Dem,57,60,OKLAHOMA
40013000021,2,2,Dem,103,118,OKLAHOMA
40081000019,3,5,Dem,96,121,OKLAHOMA
40019000001,4,4,Dem,284,309,OKLAHOMA
40019000051,4,4,Dem,105,90,OKLAHOMA
40021000025,2,2,Dem,215,221,OKLAHOMA
40089000037,2,2,Dem,18,20,OKLAHOMA
40019000061,4,4,Dem,58,92,OKLAHOMA
40063000016,2,2,Dem,30,33,OKLAHOMA
40063000019,2,2,Dem,16,21,OKLAHOMA
40089000008,2,2,Dem,75,80,OKLAHOMA
40089000022,2,2,Dem,32,30,OKLAHOMA
40051000020,4,4,Dem,52,57,OKLAHOMA
40101000059,2,2,Dem,172,148,OKLAHOMA
40077000005,2,2,Dem,74,78,OKLAHOMA
40077000009,2,2,Dem,65,60,OKLAHOMA
40143000706,1,1,Dem,416,674,OKLAHOMA
40143000018,1,1,Dem,227,266,OKLAHOMA
40143000093,1,1,Dem,205,281,OKLAHOMA
40143000066,1,1,Dem,493,394,OKLAHOMA
40143000143,1,1,Dem,198,290,OKLAHOMA
40143000033,1,1,Dem,286,372,OKLAHOMA
40143000471,1,1,Dem,177,238,OKLAHOMA
40143000092,1,1,Dem,262,348,OKLAHOMA
40043000009,3,3,Dem,12,8,OKLAHOMA
40011000022,3,3,Dem,6,4,OKLAHOMA
40115000003,2,2,Dem,244,241,OKLAHOMA
40143000152,1,1,Dem,341,545,OKLAHOMA
40143000157,1,1,Dem,413,557,OKLAHOMA
40013000026,2,2,Dem,102,117,OKLAHOMA
40129000101,3,3,Dem,13,9,OKLAHOMA
40015000022,3,3,Dem,158,201,OKLAHOMA
40121000040,2,2,Dem,55,62,OKLAHOMA
40079000110,2,2,Dem,114,98,OKLAHOMA
40027000004,4,4,Dem,512,614,OKLAHOMA
40027000078,4,4,Dem,219,306,OKLAHOMA
40107000103,2,2,Dem,30,27,OKLAHOMA
40027000083,4,4,Dem,146,176,OKLAHOMA
40027000028,4,4,Dem,1010,1247,OKLAHOMA
40027000011,4,4,Dem,617,789,OKLAHOMA
40005000016,2,2,Dem,0,0,OKLAHOMA
40119000014,3,3,Dem,33,19,OKLAHOMA
40083000306,3,5,Dem,78,109,OKLAHOMA
40037000403,3,,Dem,154,172,OKLAHOMA
40109000174,5,5,Dem,323,390,OKLAHOMA
40109000061,5,5,Dem,441,497,OKLAHOMA
40109000068,5,5,Dem,168,242,OKLAHOMA
40109000049,5,5,Dem,360,473,OKLAHOMA
40109000052,5,5,Dem,315,395,OKLAHOMA
40109000013,5,5,Dem,313,469,OKLAHOMA
40109000101,5,5,Dem,187,192,OKLAHOMA
40119000015,3,3,Dem,413,468,OKLAHOMA
40017000306,4,3,Dem,425,607,OKLAHOMA
40017000225,3,5,Dem,373,432,OKLAHOMA
40109000098,4,5,Dem,416,698,OKLAHOMA
40017000218,3,5,Dem,220,337,OKLAHOMA
40075000009,3,3,Dem,3,3,OKLAHOMA
40075000007,3,3,Dem,1,0,OKLAHOMA
40109000113,5,5,Dem,119,118,OKLAHOMA
40019000020,4,4,Dem,259,303,OKLAHOMA
40109000095,4,4,Dem,312,401,OKLAHOMA
40109000232,5,3,Dem,338,441,OKLAHOMA
40017000214,3,5,Dem,260,348,OKLAHOMA
40021000006,2,2,Dem,132,143,OKLAHOMA
40097000025,2,2,Dem,80,101,OKLAHOMA
40041000012,2,2,Dem,112,135,OKLAHOMA
40135000309,2,2,Dem,80,68,OKLAHOMA
40017000301,4,3,Dem,394,591,OKLAHOMA
40017000300,4,3,Dem,227,322,OKLAHOMA
40017000211,3,,Dem,169,322,OKLAHOMA
40109000024,5,5,Dem,19,15,OKLAHOMA
40109000217,5,3,Dem,377,593,OKLAHOMA
40081000012,3,5,Dem,175,226,OKLAHOMA
40143000108,1,1,Dem,330,386,OKLAHOMA
40143000039,1,1,Dem,313,399,OKLAHOMA
40143000068,1,1,Dem,454,418,OKLAHOMA
40147000079,1,2,Dem,112,114,OKLAHOMA
40021000016,2,2,Dem,96,92,OKLAHOMA
40023000106,2,2,Dem,47,71,OKLAHOMA
40137000055,4,4,Dem,59,43,OKLAHOMA
40143000076,1,1,Dem,473,579,OKLAHOMA
40143000155,1,1,Dem,436,593,OKLAHOMA
40051000041,4,4,Dem,259,325,OKLAHOMA
40051000032,4,4,Dem,149,130,OKLAHOMA
40143000126,1,1,Dem,283,381,OKLAHOMA
40143000401,1,1,Dem,368,439,OKLAHOMA
40143000086,1,1,Dem,385,480,OKLAHOMA
40001010003,2,2,Dem,32,23,OKLAHOMA
40143000801,1,1,Dem,198,249,OKLAHOMA
40143000501,1,1,Dem,168,235,OKLAHOMA
40143000013,1,1,Dem,1018,1167,OKLAHOMA
40043000004,3,3,Dem,17,16,OKLAHOMA
40043000003,3,3,Dem,31,31,OKLAHOMA
40031000048,4,4,Dem,153,144,OKLAHOMA
40137000058,4,4,Dem,37,39,OKLAHOMA
40143000166,1,1,Dem,398,475,OKLAHOMA
40103000103,3,3,Dem,40,41,OKLAHOMA
40087000010,4,4,Dem,26,33,OKLAHOMA
40143000106,1,1,Dem,280,427,OKLAHOMA
40143000094,1,1,Dem,360,396,OKLAHOMA
40143000165,1,1,Dem,143,206,OKLAHOMA
40143000116,1,1,Dem,281,267,OKLAHOMA
40081000022,3,5,Dem,181,161,OKLAHOMA
40143000700,1,1,Dem,411,536,OKLAHOMA
40089000012,2,2,Dem,60,61,OKLAHOMA
40129000103,3,3,Dem,30,31,OKLAHOMA
40023000208,2,2,Dem,78,78,OKLAHOMA
40143000067,1,1,Dem,504,403,OKLAHOMA
40097000024,2,2,Dem,85,98,OKLAHOMA
40143000453,1,1,Dem,318,418,OKLAHOMA
40099000017,4,4,Dem,14,14,OKLAHOMA
40009000232,3,3,Dem,8,17,OKLAHOMA
40115000004,2,2,Dem,117,143,OKLAHOMA
40115000002,2,2,Dem,156,187,OKLAHOMA
40143000140,1,1,Dem,269,381,OKLAHOMA
40051000016,4,4,Dem,22,14,OKLAHOMA
40051000023,4,4,Dem,20,17,OKLAHOMA
40097000241,2,2,Dem,318,347,OKLAHOMA
40143000405,1,1,Dem,41,86,OKLAHOMA
40013000023,2,2,Dem,83,64,OKLAHOMA
40051000017,4,4,Dem,34,48,OKLAHOMA
40089000005,2,2,Dem,162,173,OKLAHOMA
40143000158,1,1,Dem,330,375,OKLAHOMA
40031000043,4,4,Dem,47,49,OKLAHOMA
40143000475,1,1,Dem,545,787,OKLAHOMA
40143000476,1,1,Dem,148,218,OKLAHOMA
40143000455,1,1,Dem,214,267,OKLAHOMA
40143000459,1,1,Dem,195,255,OKLAHOMA
40121000021,2,2,Dem,88,83,OKLAHOMA
40027000051,4,4,Dem,418,460,OKLAHOMA
40027000090,4,4,Dem,0,0,OKLAHOMA
40027000027,4,4,Dem,850,1039,OKLAHOMA
40121000042,2,2,Dem,109,105,OKLAHOMA
40121000049,2,2,Dem,70,79,OKLAHOMA
40131000008,2,2,Dem,286,320,OKLAHOMA
40079000312,2,2,Dem,69,51,OKLAHOMA
40107000314,2,2,Dem,80,81,OKLAHOMA
40027000077,4,4,Dem,165,210,OKLAHOMA
40027000024,4,4,Dem,730,1036,OKLAHOMA
40079000112,2,2,Dem,34,27,OKLAHOMA
40067000004,4,4,Dem,17,20,OKLAHOMA
40067000005,4,4,Dem,20,8,OKLAHOMA
40131000006,1,2,Dem,187,226,OKLAHOMA
40031000009,4,4,Dem,604,736,OKLAHOMA
40037000221,3,3,Dem,102,89,OKLAHOMA
40125000001,5,5,Dem,99,131,OKLAHOMA
40071000532,3,3,Dem,187,203,OKLAHOMA
40125000026,5,5,Dem,165,190,OKLAHOMA
40037000418,3,1,Dem,255,325,OKLAHOMA
40083000302,3,3,Dem,16,10,OKLAHOMA
40019000039,4,4,Dem,41,33,OKLAHOMA
40109000069,5,5,Dem,258,270,OKLAHOMA
40047000108,3,3,Dem,16,14,OKLAHOMA
40109000102,5,5,Dem,563,633,OKLAHOMA
40089000002,2,2,Dem,89,90,OKLAHOMA
40109000221,5,3,Dem,540,609,OKLAHOMA
40073000302,3,3,Dem,58,63,OKLAHOMA
40109000084,4,4,Dem,372,486,OKLAHOMA
40109000214,5,3,Dem,216,329,OKLAHOMA
40109000231,5,3,Dem,316,353,OKLAHOMA
40127000010,2,2,Dem,19,16,OKLAHOMA
40073000101,3,3,Dem,144,165,OKLAHOMA
40123000022,4,4,Dem,305,313,OKLAHOMA
40063000034,2,2,Dem,24,20,OKLAHOMA
40063000033,2,2,Dem,35,31,OKLAHOMA
40035000612,2,2,Dem,100,92,OKLAHOMA
40143000097,1,1,Dem,487,624,OKLAHOMA
40143000137,1,1,Dem,308,446,OKLAHOMA
40031000019,4,4,Dem,233,279,OKLAHOMA
40153000307,3,3,Dem,18,18,OKLAHOMA
40037000415,1,,Dem,78,94,OKLAHOMA
40121000007,2,2,Dem,134,141,OKLAHOMA
40071000534,3,3,Dem,242,258,OKLAHOMA
40145000202,1,,Dem,218,266,OKLAHOMA
40027000069,4,4,Dem,607,815,OKLAHOMA
40027000072,4,4,Dem,498,701,OKLAHOMA
40005000015,2,2,Dem,19,14,OKLAHOMA
40107000207,2,2,Dem,32,23,OKLAHOMA
40113000106,3,3,Dem,7,6,OKLAHOMA
40109000236,5,,Dem,0,0,OKLAHOMA
40109000222,5,3,Dem,343,476,OKLAHOMA
40109000017,5,5,Dem,0,0,OKLAHOMA
40109000016,5,5,Dem,100,126,OKLAHOMA
40109000015,5,5,Dem,446,600,OKLAHOMA
40109000146,5,5,Dem,574,643,OKLAHOMA
40119000016,3,3,Dem,858,1144,OKLAHOMA
40109000198,5,5,Dem,632,707,OKLAHOMA
40109000127,5,5,Dem,557,593,OKLAHOMA
40109000223,5,3,Dem,326,362,OKLAHOMA
40089000014,2,2,Dem,21,15,OKLAHOMA
40109000090,5,4,Dem,113,142,OKLAHOMA
40109000125,5,5,Dem,469,539,OKLAHOMA
40109000140,5,5,Dem,318,495,OKLAHOMA
40147000074,1,2,Dem,64,70,OKLAHOMA
40143000141,1,1,Dem,395,502,OKLAHOMA
40143000463,1,1,Dem,290,351,OKLAHOMA
40143000107,1,1,Dem,526,600,OKLAHOMA
40143000411,1,1,Dem,160,216,OKLAHOMA
40143000461,1,1,Dem,305,410,OKLAHOMA
40143000047,1,1,Dem,134,161,OKLAHOMA
40143000088,1,1,Dem,128,183,OKLAHOMA
40143000169,1,1,Dem,404,411,OKLAHOMA
40019000034,4,4,Dem,124,158,OKLAHOMA
40047000301,3,3,Dem,148,159,OKLAHOMA
40097000026,2,2,Dem,8,8,OKLAHOMA
40143000462,1,1,Dem,433,626,OKLAHOMA
40049000021,4,4,Dem,5,3,OKLAHOMA
40143000026,1,1,Dem,283,379,OKLAHOMA
40097000027,2,2,Dem,10,10,OKLAHOMA
40049000015,4,4,Dem,133,152,OKLAHOMA
40143000353,1,1,Dem,26,45,OKLAHOMA
40143000133,1,1,Dem,366,447,OKLAHOMA
40105000302,2,2,Dem,89,79,OKLAHOMA
40027000020,4,4,Dem,596,868,OKLAHOMA
40027000022,4,4,Dem,575,707,OKLAHOMA
40117000309,3,3,Dem,41,48,OKLAHOMA
40091000312,2,2,Dem,29,23,OKLAHOMA
40027000003,4,4,Dem,435,496,OKLAHOMA
40119000009,3,3,Dem,560,729,OKLAHOMA
40109000030,5,4,Dem,459,585,OKLAHOMA
40109000046,5,5,Dem,397,521,OKLAHOMA
40109000179,5,5,Dem,568,742,OKLAHOMA
40109000104,5,5,Dem,442,630,OKLAHOMA
40109000074,5,5,Dem,277,325,OKLAHOMA
40147000012,1,2,Dem,75,89,OKLAHOMA
40101000056,2,2,Dem,33,36,OKLAHOMA
40143000124,1,1,Dem,364,326,OKLAHOMA
40143000174,1,1,Dem,0,0,OKLAHOMA
40143000135,1,1,Dem,486,622,OKLAHOMA
40143000854,1,1,Dem,422,477,OKLAHOMA
40013000029,2,2,Dem,43,42,OKLAHOMA
40043000007,3,3,Dem,7,9,OKLAHOMA
40071000530,3,3,Dem,201,244,OKLAHOMA
40145000205,1,2,Dem,33,24,OKLAHOMA
40145000108,1,1,Dem,209,266,OKLAHOMA
40113000312,3,3,Dem,147,188,OKLAHOMA
40107000208,2,2,Dem,57,66,OKLAHOMA
40083000309,3,5,Dem,24,21,OKLAHOMA
40109000226,5,3,Dem,370,510,OKLAHOMA
40109000003,5,5,Dem,308,460,OKLAHOMA
40017000216,3,5,Dem,393,530,OKLAHOMA
40061000016,2,2,Dem,81,86,OKLAHOMA
40109000073,5,5,Dem,69,100,OKLAHOMA
40019000025,4,4,Dem,57,76,OKLAHOMA
40071000407,3,3,Dem,2,1,OKLAHOMA
40109000208,5,3,Dem,9,4,OKLAHOMA
40109000012,5,5,Dem,625,720,OKLAHOMA
40047000105,3,3,Dem,128,170,OKLAHOMA
40097000014,2,2,Dem,54,51,OKLAHOMA
40017000223,3,5,Dem,496,613,OKLAHOMA
40109000026,4,5,Dem,148,235,OKLAHOMA
40147000075,1,2,Dem,106,124,OKLAHOMA
40085000102,4,4,Dem,39,36,OKLAHOMA
40087000015,4,4,Dem,168,182,OKLAHOMA
40041000010,2,2,Dem,4,5,OKLAHOMA
40137000049,4,4,Dem,23,25,OKLAHOMA
40147000048,1,2,Dem,214,244,OKLAHOMA
40109000237,5,3,Dem,4,2,OKLAHOMA
40143000105,1,1,Dem,434,547,OKLAHOMA
40017000220,3,5,Dem,511,698,OKLAHOMA
40143000154,1,1,Dem,452,521,OKLAHOMA
40143000087,1,1,Dem,492,501,OKLAHOMA
40047000208,3,3,Dem,11,9,OKLAHOMA
40143000041,1,1,Dem,182,266,OKLAHOMA
40143000045,1,1,Dem,0,5,OKLAHOMA
40031000002,4,4,Dem,486,562,OKLAHOMA
40143000063,1,1,Dem,342,324,OKLAHOMA
40031000033,4,4,Dem,167,234,OKLAHOMA
40143000130,1,1,Dem,464,514,OKLAHOMA
40047000304,3,3,Dem,299,331,OKLAHOMA
40095000105,2,2,Dem,72,67,OKLAHOMA
40109000119,5,5,Dem,102,109,OKLAHOMA
40109000058,5,5,Dem,528,602,OKLAHOMA
40109000108,5,5,Dem,99,137,OKLAHOMA
40109000178,5,5,Dem,411,473,OKLAHOMA
40109000123,5,5,Dem,753,896,OKLAHOMA
40063000023,2,2,Dem,31,19,OKLAHOMA
