state,FriendlyId,district2010,district2020,party,votes
OKLAHOMA,40079000102,2,2,Dem,82
OKLAHOMA,40113000113,3,3,Dem,14
OKLAHOMA,40113000102,3,3,Dem,24
OKLAHOMA,40113000101,3,3,Dem,20
OKLAHOMA,40079000301,2,2,Dem,95
OKLAHOMA,40079000107,2,2,Dem,147
OKLAHOMA,40079000109,2,2,Dem,124
OKLAHOMA,40079000211,2,2,Dem,100
OKLAHOMA,40113000107,3,3,Dem,323
OKLAHOMA,40113000103,3,3,Dem,45
OKLAHOMA,40113000112,3,3,Dem,85
OKLAHOMA,40037000143,3,1,Dem,304
OKLAHOMA,40037000421,3,1,Dem,303
OKLAHOMA,40037000408,3,3,Dem,59
OKLAHOMA,40037000211,3,3,Dem,130
OKLAHOMA,40113000204,3,3,Dem,194
OKLAHOMA,40049000007,4,4,Dem,112
OKLAHOMA,40099000018,4,4,Dem,95
OKLAHOMA,40099000007,4,4,Dem,65
OKLAHOMA,40099000009,4,4,Dem,72
OKLAHOMA,40099000012,4,4,Dem,44
OKLAHOMA,40151000001,3,3,Dem,186
OKLAHOMA,40151000002,3,3,Dem,82
OKLAHOMA,40049000024,4,4,Dem,137
OKLAHOMA,40053000017,3,3,Dem,25
OKLAHOMA,40045000006,3,3,Dem,4
OKLAHOMA,40045000008,3,3,Dem,16
OKLAHOMA,40045000003,3,3,Dem,40
OKLAHOMA,40007000025,3,3,Dem,23
OKLAHOMA,40007000013,3,3,Dem,2
OKLAHOMA,40053000011,3,3,Dem,23
OKLAHOMA,40053000025,3,3,Dem,46
OKLAHOMA,40007000023,3,3,Dem,89
OKLAHOMA,40027000016,4,4,Dem,512
OKLAHOMA,40027000089,4,4,Dem,956
OKLAHOMA,40027000034,4,4,Dem,357
OKLAHOMA,40053000029,3,3,Dem,33
OKLAHOMA,40007000033,3,3,Dem,52
OKLAHOMA,40079000104,2,2,Dem,117
OKLAHOMA,40037000402,3,1,Dem,203
OKLAHOMA,40113000301,3,3,Dem,181
OKLAHOMA,40113000205,3,3,Dem,85
OKLAHOMA,40095000202,2,2,Dem,89
OKLAHOMA,40125000012,5,5,Dem,387
OKLAHOMA,40125000006,5,5,Dem,314
OKLAHOMA,40125000027,5,5,Dem,168
OKLAHOMA,40033000003,4,4,Dem,65
OKLAHOMA,40053000026,3,3,Dem,25
OKLAHOMA,40037000122,3,1,Dem,166
OKLAHOMA,40113000201,3,3,Dem,448
OKLAHOMA,40113000306,3,3,Dem,80
OKLAHOMA,40037000311,3,3,Dem,143
OKLAHOMA,40071000503,3,3,Dem,322
OKLAHOMA,40071000001,3,3,Dem,143
OKLAHOMA,40071000413,3,3,Dem,238
OKLAHOMA,40071000412,3,3,Dem,63
OKLAHOMA,40071000517,3,3,Dem,267
OKLAHOMA,40079000311,2,2,Dem,118
OKLAHOMA,40067000009,4,4,Dem,70
OKLAHOMA,40121000031,2,2,Dem,87
OKLAHOMA,40121000028,2,2,Dem,38
OKLAHOMA,40121000037,2,2,Dem,98
OKLAHOMA,40121000041,2,2,Dem,159
OKLAHOMA,40121000015,2,2,Dem,82
OKLAHOMA,40121000020,2,2,Dem,12
OKLAHOMA,40121000047,2,2,Dem,83
OKLAHOMA,40121000034,2,2,Dem,143
OKLAHOMA,40139000304,3,3,Dem,75
OKLAHOMA,40071000101,3,3,Dem,180
OKLAHOMA,40071000516,3,3,Dem,183
OKLAHOMA,40071000202,3,3,Dem,164
OKLAHOMA,40121000038,2,2,Dem,6
OKLAHOMA,40121000027,2,2,Dem,240
OKLAHOMA,40121000046,2,2,Dem,42
OKLAHOMA,40121000026,2,2,Dem,62
OKLAHOMA,40121000029,2,2,Dem,60
OKLAHOMA,40121000036,2,2,Dem,47
OKLAHOMA,40121000019,2,2,Dem,39
OKLAHOMA,40139000205,3,3,Dem,115
OKLAHOMA,40139000201,3,3,Dem,164
OKLAHOMA,40139000305,3,3,Dem,172
OKLAHOMA,40139000202,3,3,Dem,83
OKLAHOMA,40079000208,2,2,Dem,159
OKLAHOMA,40139000104,3,3,Dem,43
OKLAHOMA,40067000003,4,4,Dem,12
OKLAHOMA,40139000303,3,3,Dem,42
OKLAHOMA,40139000302,3,3,Dem,11
OKLAHOMA,40139000101,3,3,Dem,73
OKLAHOMA,40027000064,4,4,Dem,377
OKLAHOMA,40027000068,4,4,Dem,869
OKLAHOMA,40027000095,4,4,Dem,130
OKLAHOMA,40027000015,4,4,Dem,785
OKLAHOMA,40027000030,4,4,Dem,444
OKLAHOMA,40033000004,4,4,Dem,58
OKLAHOMA,40033000009,4,4,Dem,59
OKLAHOMA,40033000005,4,4,Dem,93
OKLAHOMA,40095000302,2,2,Dem,88
OKLAHOMA,40131000130,1,1,Dem,689
OKLAHOMA,40131000033,2,2,Dem,113
OKLAHOMA,40139000107,3,3,Dem,16
OKLAHOMA,40139000102,3,3,Dem,100
OKLAHOMA,40091000203,2,2,Dem,164
OKLAHOMA,40117000314,3,3,Dem,136
OKLAHOMA,40117000217,3,3,Dem,156
OKLAHOMA,40117000104,3,3,Dem,125
OKLAHOMA,40117000215,3,3,Dem,40
OKLAHOMA,40145000308,1,1,Dem,217
OKLAHOMA,40145000101,1,1,Dem,214
OKLAHOMA,40111000018,2,2,Dem,120
OKLAHOMA,40111000014,2,2,Dem,94
OKLAHOMA,40111000016,2,2,Dem,130
OKLAHOMA,40067000006,4,4,Dem,66
OKLAHOMA,40145000107,1,1,Dem,509
OKLAHOMA,40145000312,1,1,Dem,203
OKLAHOMA,40145000306,1,1,Dem,438
OKLAHOMA,40145000109,1,,Dem,272
OKLAHOMA,40145000210,1,2,Dem,253
OKLAHOMA,40145000313,1,,Dem,114
OKLAHOMA,40037000231,3,3,Dem,154
OKLAHOMA,40037000405,3,3,Dem,163
OKLAHOMA,40027000002,4,4,Dem,413
OKLAHOMA,40027000048,4,4,Dem,426
OKLAHOMA,40027000076,4,4,Dem,563
OKLAHOMA,40027000038,4,4,Dem,331
OKLAHOMA,40027000012,4,4,Dem,796
OKLAHOMA,40027000025,4,4,Dem,295
OKLAHOMA,40095000303,2,2,Dem,172
OKLAHOMA,40095000102,2,2,Dem,95
OKLAHOMA,40121000023,2,2,Dem,16
OKLAHOMA,40121000039,2,2,Dem,67
OKLAHOMA,40121000014,2,2,Dem,209
OKLAHOMA,40095000101,2,2,Dem,139
OKLAHOMA,40131000002,2,2,Dem,283
OKLAHOMA,40131000005,2,2,Dem,163
OKLAHOMA,40069000005,2,2,Dem,61
OKLAHOMA,40069000004,2,2,Dem,167
OKLAHOMA,40117000307,3,3,Dem,233
OKLAHOMA,40117000202,3,3,Dem,386
OKLAHOMA,40111000029,2,2,Dem,298
OKLAHOMA,40111000009,2,2,Dem,678
OKLAHOMA,40091000205,2,2,Dem,256
OKLAHOMA,40091000102,2,2,Dem,216
OKLAHOMA,40117000118,3,3,Dem,146
OKLAHOMA,40091000201,2,2,Dem,338
OKLAHOMA,40091000307,2,2,Dem,101
OKLAHOMA,40091000103,2,2,Dem,327
OKLAHOMA,40069000011,2,2,Dem,24
OKLAHOMA,40091000314,2,2,Dem,206
OKLAHOMA,40107000312,2,2,Dem,129
OKLAHOMA,40107000101,2,2,Dem,99
OKLAHOMA,40107000206,2,2,Dem,42
OKLAHOMA,40107000102,2,2,Dem,134
OKLAHOMA,40027000026,4,4,Dem,1024
OKLAHOMA,40027000021,4,4,Dem,326
OKLAHOMA,40059000301,3,3,Dem,39
OKLAHOMA,40059000303,3,3,Dem,11
OKLAHOMA,40005000003,2,2,Dem,95
OKLAHOMA,40005000012,2,2,Dem,32
OKLAHOMA,40111000008,2,2,Dem,337
OKLAHOMA,40111000021,2,2,Dem,129
OKLAHOMA,40111000032,2,2,Dem,151
OKLAHOMA,40107000209,2,2,Dem,125
OKLAHOMA,40107000311,2,2,Dem,76
OKLAHOMA,40107000210,2,2,Dem,33
OKLAHOMA,40117000111,3,3,Dem,61
OKLAHOMA,40125000003,5,5,Dem,427
OKLAHOMA,40079000201,2,2,Dem,13
OKLAHOMA,40079000101,2,2,Dem,66
OKLAHOMA,40079000304,2,2,Dem,25
OKLAHOMA,40037000404,3,3,Dem,378
OKLAHOMA,40037000401,3,1,Dem,183
OKLAHOMA,40005000008,2,2,Dem,88
OKLAHOMA,40005000001,2,2,Dem,119
OKLAHOMA,40059000201,3,3,Dem,39
OKLAHOMA,40027000001,4,4,Dem,1183
OKLAHOMA,40027000010,4,4,Dem,380
OKLAHOMA,40059000402,3,3,Dem,33
OKLAHOMA,40111000027,2,2,Dem,139
OKLAHOMA,40111000013,2,2,Dem,99
OKLAHOMA,40107000105,2,2,Dem,37
OKLAHOMA,40111000004,2,2,Dem,58
OKLAHOMA,40111000026,2,2,Dem,183
OKLAHOMA,40059000302,3,3,Dem,4
OKLAHOMA,40027000056,4,4,Dem,937
OKLAHOMA,40027000013,4,4,Dem,283
OKLAHOMA,40027000047,4,4,Dem,463
OKLAHOMA,40119000403,3,3,Dem,248
OKLAHOMA,40119000103,3,3,Dem,212
OKLAHOMA,40119000101,3,3,Dem,193
OKLAHOMA,40119000011,3,3,Dem,144
OKLAHOMA,40119000104,3,3,Dem,163
OKLAHOMA,40119000401,3,3,Dem,861
OKLAHOMA,40071000527,3,3,Dem,281
OKLAHOMA,40071000205,3,3,Dem,139
OKLAHOMA,40145000304,1,1,Dem,375
OKLAHOMA,40083000101,3,,Dem,130
OKLAHOMA,40083000105,3,5,Dem,238
OKLAHOMA,40083000203,3,5,Dem,111
OKLAHOMA,40083000310,3,5,Dem,287
OKLAHOMA,40083000204,3,5,Dem,390
OKLAHOMA,40083000308,3,5,Dem,387
OKLAHOMA,40071000103,3,3,Dem,124
OKLAHOMA,40071000419,3,3,Dem,188
OKLAHOMA,40071000409,3,3,Dem,9
OKLAHOMA,40071000403,3,3,Dem,58
OKLAHOMA,40111000011,2,2,Dem,473
OKLAHOMA,40091000313,2,2,Dem,21
OKLAHOMA,40119000007,3,3,Dem,340
OKLAHOMA,40119000003,3,3,Dem,228
OKLAHOMA,40045000001,3,3,Dem,46
OKLAHOMA,40007000031,3,3,Dem,10
OKLAHOMA,40125000031,5,5,Dem,484
OKLAHOMA,40125000030,5,5,Dem,465
OKLAHOMA,40125000024,5,5,Dem,315
OKLAHOMA,40125000002,5,5,Dem,211
OKLAHOMA,40005000006,2,2,Dem,50
OKLAHOMA,40069000009,2,2,Dem,33
OKLAHOMA,40069000014,2,2,Dem,15
OKLAHOMA,40069000003,2,2,Dem,61
OKLAHOMA,40069000010,2,2,Dem,8
OKLAHOMA,40069000013,2,2,Dem,107
OKLAHOMA,40083000301,3,3,Dem,14
OKLAHOMA,40083000104,3,5,Dem,335
OKLAHOMA,40083000102,3,,Dem,238
OKLAHOMA,40083000103,3,5,Dem,656
OKLAHOMA,40083000305,3,,Dem,206
OKLAHOMA,40005000010,2,2,Dem,11
OKLAHOMA,40121000035,2,2,Dem,113
OKLAHOMA,40121000004,2,2,Dem,252
OKLAHOMA,40121000006,2,2,Dem,138
OKLAHOMA,40121000011,2,2,Dem,225
OKLAHOMA,40067000001,4,4,Dem,64
OKLAHOMA,40113000111,3,3,Dem,38
OKLAHOMA,40113000303,3,3,Dem,80
OKLAHOMA,40113000105,3,3,Dem,179
OKLAHOMA,40113000108,3,3,Dem,193
OKLAHOMA,40083000207,3,5,Dem,458
OKLAHOMA,40083000205,3,5,Dem,373
OKLAHOMA,40083000206,3,5,Dem,432
OKLAHOMA,40069000006,2,2,Dem,47
OKLAHOMA,40145000208,1,2,Dem,479
OKLAHOMA,40145000209,1,2,Dem,116
OKLAHOMA,40005000009,2,2,Dem,62
OKLAHOMA,40045000007,3,3,Dem,31
OKLAHOMA,40071000404,3,3,Dem,27
OKLAHOMA,40071000406,3,3,Dem,37
OKLAHOMA,40071000535,3,3,Dem,239
OKLAHOMA,40109000070,5,5,Dem,199
OKLAHOMA,40109000251,4,4,Dem,1132
OKLAHOMA,40109000006,5,5,Dem,403
OKLAHOMA,40109000118,5,5,Dem,1197
OKLAHOMA,40109000126,5,5,Dem,907
OKLAHOMA,40109000136,5,5,Dem,971
OKLAHOMA,40109000060,5,5,Dem,609
OKLAHOMA,40109000158,5,5,Dem,827
OKLAHOMA,40109000138,5,5,Dem,288
OKLAHOMA,40109000193,5,,Dem,720
OKLAHOMA,40109000192,5,,Dem,1093
OKLAHOMA,40109000078,5,,Dem,794
OKLAHOMA,40109000075,5,5,Dem,923
OKLAHOMA,40109000134,5,5,Dem,870
OKLAHOMA,40109000094,4,,Dem,508
OKLAHOMA,40109000252,4,,Dem,425
OKLAHOMA,40109000087,4,4,Dem,512
OKLAHOMA,40109000036,5,5,Dem,508
OKLAHOMA,40109000141,5,5,Dem,824
OKLAHOMA,40109000230,5,3,Dem,447
OKLAHOMA,40109000166,5,3,Dem,113
OKLAHOMA,40109000162,5,5,Dem,467
OKLAHOMA,40109000005,5,5,Dem,489
OKLAHOMA,40109000246,5,3,Dem,203
OKLAHOMA,40109000215,5,3,Dem,547
OKLAHOMA,40109000165,5,3,Dem,598
OKLAHOMA,40109000164,5,,Dem,399
OKLAHOMA,40109000031,5,4,Dem,633
OKLAHOMA,40109000038,5,5,Dem,473
OKLAHOMA,40109000064,5,5,Dem,657
OKLAHOMA,40109000210,5,3,Dem,584
OKLAHOMA,40109000224,5,3,Dem,456
OKLAHOMA,40109000195,5,5,Dem,1049
OKLAHOMA,40109000028,5,4,Dem,663
OKLAHOMA,40109000219,5,3,Dem,388
OKLAHOMA,40109000083,4,4,Dem,761
OKLAHOMA,40109000053,5,5,Dem,580
OKLAHOMA,40109000114,5,5,Dem,862
OKLAHOMA,40109000154,5,5,Dem,888
OKLAHOMA,40109000243,5,5,Dem,947
OKLAHOMA,40109000244,5,,Dem,964
OKLAHOMA,40109000239,5,5,Dem,1066
OKLAHOMA,40109000008,5,5,Dem,140
OKLAHOMA,40109000007,5,5,Dem,421
OKLAHOMA,40109000099,5,5,Dem,524
OKLAHOMA,40109000242,5,5,Dem,709
OKLAHOMA,40109000225,5,3,Dem,66
OKLAHOMA,40119000201,3,3,Dem,211
OKLAHOMA,40083000201,3,5,Dem,44
OKLAHOMA,40083000106,3,5,Dem,419
OKLAHOMA,40083000307,3,5,Dem,372
OKLAHOMA,40017000224,3,3,Dem,441
OKLAHOMA,40017000504,3,5,Dem,454
OKLAHOMA,40017000408,3,3,Dem,51
OKLAHOMA,40017000506,3,,Dem,954
OKLAHOMA,40017000116,3,3,Dem,396
OKLAHOMA,40017000406,3,3,Dem,35
OKLAHOMA,40017000308,3,3,Dem,101
OKLAHOMA,40017000309,4,3,Dem,27
OKLAHOMA,40017000409,3,3,Dem,7
OKLAHOMA,40017000102,3,3,Dem,51
OKLAHOMA,40017000124,3,3,Dem,380
OKLAHOMA,40055000202,3,3,Dem,64
OKLAHOMA,40017000403,3,3,Dem,68
OKLAHOMA,40121000053,2,2,Dem,8
OKLAHOMA,40119000408,3,3,Dem,86
OKLAHOMA,40109000124,5,5,Dem,665
OKLAHOMA,40057000301,3,3,Dem,45
OKLAHOMA,40065000007,3,3,Dem,170
OKLAHOMA,40065000016,3,3,Dem,54
OKLAHOMA,40065000024,3,3,Dem,27
OKLAHOMA,40065000018,3,3,Dem,17
OKLAHOMA,40109000117,5,5,Dem,1413
OKLAHOMA,40109000120,5,5,Dem,1053
OKLAHOMA,40109000170,5,3,Dem,543
OKLAHOMA,40109000183,5,5,Dem,816
OKLAHOMA,40075000002,3,3,Dem,38
OKLAHOMA,40065000003,3,3,Dem,209
OKLAHOMA,40065000006,3,3,Dem,194
OKLAHOMA,40061000023,2,2,Dem,108
OKLAHOMA,40061000015,2,2,Dem,58
OKLAHOMA,40075000015,3,3,Dem,28
OKLAHOMA,40055000102,3,3,Dem,99
OKLAHOMA,40075000004,3,3,Dem,112
OKLAHOMA,40017000107,3,3,Dem,98
OKLAHOMA,40017000106,3,3,Dem,325
OKLAHOMA,40105000304,2,2,Dem,21
OKLAHOMA,40105000203,2,2,Dem,110
OKLAHOMA,40119000008,3,3,Dem,425
OKLAHOMA,40119000006,3,3,Dem,748
OKLAHOMA,40075000014,3,3,Dem,125
OKLAHOMA,40075000001,3,3,Dem,118
OKLAHOMA,40057000302,3,3,Dem,19
OKLAHOMA,40065000019,3,3,Dem,14
OKLAHOMA,40061000027,2,2,Dem,118
OKLAHOMA,40061000032,2,2,Dem,70
OKLAHOMA,40075000022,3,3,Dem,42
OKLAHOMA,40041000005,2,2,Dem,253
OKLAHOMA,40041000004,2,2,Dem,135
OKLAHOMA,40041000002,2,2,Dem,110
OKLAHOMA,40041000022,2,2,Dem,251
OKLAHOMA,40075000010,3,3,Dem,111
OKLAHOMA,40135000204,2,2,Dem,37
OKLAHOMA,40135000101,2,2,Dem,187
OKLAHOMA,40061000019,2,2,Dem,72
OKLAHOMA,40061000007,2,2,Dem,30
OKLAHOMA,40061000011,2,2,Dem,28
OKLAHOMA,40089000038,2,2,Dem,65
OKLAHOMA,40089000034,2,2,Dem,29
OKLAHOMA,40089000036,2,2,Dem,43
OKLAHOMA,40073000204,3,3,Dem,28
OKLAHOMA,40073000106,3,3,Dem,11
OKLAHOMA,40073000103,3,3,Dem,23
OKLAHOMA,40109000020,5,5,Dem,434
OKLAHOMA,40109000212,5,3,Dem,391
OKLAHOMA,40109000065,5,5,Dem,423
OKLAHOMA,40109000072,5,5,Dem,303
OKLAHOMA,40109000144,5,5,Dem,502
OKLAHOMA,40003000330,3,3,Dem,8
OKLAHOMA,40003000310,3,3,Dem,32
OKLAHOMA,40019000015,4,4,Dem,281
OKLAHOMA,40019000017,4,4,Dem,210
OKLAHOMA,40019000031,4,4,Dem,241
OKLAHOMA,40123000016,4,4,Dem,430
OKLAHOMA,40123000055,4,4,Dem,37
OKLAHOMA,40123000054,4,4,Dem,27
OKLAHOMA,40127000009,2,2,Dem,42
OKLAHOMA,40127000002,2,2,Dem,143
OKLAHOMA,40109000076,5,5,Dem,336
OKLAHOMA,40109000132,5,5,Dem,467
OKLAHOMA,40109000176,5,5,Dem,656
OKLAHOMA,40109000121,5,5,Dem,1507
OKLAHOMA,40109000001,5,5,Dem,589
OKLAHOMA,40109000059,5,5,Dem,371
OKLAHOMA,40109000167,5,3,Dem,345
OKLAHOMA,40109000092,4,4,Dem,1001
OKLAHOMA,40135000306,2,2,Dem,122
OKLAHOMA,40135000207,2,2,Dem,122
OKLAHOMA,40135000201,2,2,Dem,61
OKLAHOMA,40135000203,2,2,Dem,67
OKLAHOMA,40135000206,2,2,Dem,70
OKLAHOMA,40109000111,5,5,Dem,615
OKLAHOMA,40109000201,5,5,Dem,814
OKLAHOMA,40109000197,5,5,Dem,916
OKLAHOMA,40109000019,5,5,Dem,253
OKLAHOMA,40109000018,5,5,Dem,140
OKLAHOMA,40109000181,5,5,Dem,362
OKLAHOMA,40081000008,3,5,Dem,191
OKLAHOMA,40089000018,2,2,Dem,122
OKLAHOMA,40089000023,2,2,Dem,49
OKLAHOMA,40089000009,2,2,Dem,138
OKLAHOMA,40109000191,5,3,Dem,626
OKLAHOMA,40109000206,5,3,Dem,235
OKLAHOMA,40109000203,5,,Dem,757
OKLAHOMA,40109000202,5,3,Dem,565
OKLAHOMA,40109000207,5,3,Dem,877
OKLAHOMA,40109000218,5,3,Dem,574
OKLAHOMA,40109000161,5,5,Dem,859
OKLAHOMA,40109000014,5,5,Dem,524
OKLAHOMA,40109000155,5,5,Dem,284
OKLAHOMA,40127000001,2,2,Dem,49
OKLAHOMA,40127000011,2,2,Dem,53
OKLAHOMA,40127000015,2,2,Dem,102
OKLAHOMA,40123000062,4,4,Dem,158
OKLAHOMA,40123000031,4,4,Dem,497
OKLAHOMA,40057000201,3,3,Dem,52
OKLAHOMA,40057000101,3,3,Dem,10
OKLAHOMA,40065000010,3,3,Dem,171
OKLAHOMA,40065000002,3,3,Dem,76
OKLAHOMA,40065000021,3,3,Dem,14
OKLAHOMA,40065000014,3,3,Dem,238
OKLAHOMA,40041000001,2,2,Dem,206
OKLAHOMA,40041000015,2,2,Dem,170
OKLAHOMA,40041000016,2,2,Dem,124
OKLAHOMA,40081000013,3,5,Dem,44
OKLAHOMA,40081000005,3,5,Dem,82
OKLAHOMA,40081000011,3,5,Dem,163
OKLAHOMA,40081000016,3,5,Dem,112
OKLAHOMA,40017000208,3,5,Dem,406
OKLAHOMA,40017000209,3,5,Dem,24
OKLAHOMA,40017000502,3,3,Dem,29
OKLAHOMA,40017000404,3,3,Dem,32
OKLAHOMA,40017000503,3,,Dem,51
OKLAHOMA,40017000400,3,3,Dem,118
OKLAHOMA,40047000107,3,3,Dem,18
OKLAHOMA,40047000104,3,3,Dem,250
OKLAHOMA,40047000210,3,3,Dem,49
OKLAHOMA,40003000110,3,3,Dem,14
OKLAHOMA,40047000206,3,3,Dem,191
OKLAHOMA,40047000311,3,3,Dem,133
OKLAHOMA,40047000309,3,3,Dem,55
OKLAHOMA,40051000040,4,4,Dem,278
OKLAHOMA,40109000160,5,5,Dem,506
OKLAHOMA,40109000159,5,5,Dem,940
OKLAHOMA,40109000128,5,5,Dem,774
OKLAHOMA,40109000130,5,5,Dem,844
OKLAHOMA,40089000020,2,2,Dem,71
OKLAHOMA,40089000006,2,2,Dem,125
OKLAHOMA,40145000201,1,1,Dem,321
OKLAHOMA,40001010001,2,2,Dem,65
OKLAHOMA,40149000019,3,3,Dem,42
OKLAHOMA,40149000016,3,3,Dem,64
OKLAHOMA,40149000012,3,3,Dem,35
OKLAHOMA,40129000201,3,3,Dem,66
OKLAHOMA,40149000017,3,3,Dem,24
OKLAHOMA,40149000004,3,3,Dem,156
OKLAHOMA,40051000029,4,4,Dem,174
OKLAHOMA,40021000011,2,2,Dem,124
OKLAHOMA,40147000031,1,2,Dem,708
OKLAHOMA,40147000027,1,2,Dem,142
OKLAHOMA,40147000076,1,2,Dem,91
OKLAHOMA,40147000078,1,2,Dem,144
OKLAHOMA,40147000015,1,2,Dem,328
OKLAHOMA,40087000026,4,4,Dem,36
OKLAHOMA,40087000020,4,4,Dem,95
OKLAHOMA,40035000410,2,2,Dem,68
OKLAHOMA,40101000021,2,2,Dem,493
OKLAHOMA,40035000621,2,2,Dem,204
OKLAHOMA,40035000910,2,2,Dem,88
OKLAHOMA,40035000611,2,2,Dem,113
OKLAHOMA,40035000710,2,2,Dem,61
OKLAHOMA,40101000017,2,2,Dem,238
OKLAHOMA,40101000058,2,2,Dem,105
OKLAHOMA,40101000023,2,2,Dem,614
OKLAHOMA,40101000052,2,2,Dem,77
OKLAHOMA,40101000055,2,2,Dem,469
OKLAHOMA,40101000013,2,2,Dem,312
OKLAHOMA,40021000003,2,2,Dem,588
OKLAHOMA,40101000009,2,2,Dem,545
OKLAHOMA,40101000064,2,2,Dem,153
OKLAHOMA,40101000053,2,2,Dem,112
OKLAHOMA,40029000004,2,2,Dem,59
OKLAHOMA,40029000009,2,2,Dem,17
OKLAHOMA,40023000321,2,2,Dem,34
OKLAHOMA,40023000316,2,2,Dem,142
OKLAHOMA,40023000214,2,2,Dem,133
OKLAHOMA,40023000101,2,2,Dem,105
OKLAHOMA,40087000004,4,4,Dem,92
OKLAHOMA,40087000002,4,4,Dem,37
OKLAHOMA,40077000001,2,2,Dem,90
OKLAHOMA,40077000004,2,2,Dem,53
OKLAHOMA,40087000003,4,4,Dem,39
OKLAHOMA,40087000024,4,4,Dem,201
OKLAHOMA,40101000037,2,2,Dem,197
OKLAHOMA,40073000201,3,3,Dem,171
OKLAHOMA,40073000303,3,3,Dem,10
OKLAHOMA,40135000205,2,2,Dem,197
OKLAHOMA,40135000302,2,2,Dem,99
OKLAHOMA,40135000310,2,2,Dem,70
OKLAHOMA,40137000012,4,4,Dem,193
OKLAHOMA,40137000052,4,4,Dem,35
OKLAHOMA,40097000121,2,2,Dem,232
OKLAHOMA,40097000031,2,2,Dem,199
OKLAHOMA,40001010004,2,2,Dem,85
OKLAHOMA,40051000006,4,4,Dem,194
OKLAHOMA,40041000014,2,2,Dem,155
OKLAHOMA,40137000041,4,4,Dem,111
OKLAHOMA,40137000061,4,4,Dem,71
OKLAHOMA,40147000077,1,2,Dem,134
OKLAHOMA,40041000008,2,2,Dem,69
OKLAHOMA,40021000021,2,2,Dem,90
OKLAHOMA,40021000022,2,2,Dem,55
OKLAHOMA,40075000005,3,3,Dem,17
OKLAHOMA,40137000050,4,4,Dem,205
OKLAHOMA,40137000015,4,4,Dem,35
OKLAHOMA,40137000004,4,4,Dem,235
OKLAHOMA,40137000062,4,4,Dem,91
OKLAHOMA,40137000057,4,4,Dem,76
OKLAHOMA,40137000008,4,4,Dem,253
OKLAHOMA,40137000013,4,4,Dem,93
OKLAHOMA,40135000303,2,2,Dem,202
OKLAHOMA,40135000102,2,2,Dem,127
OKLAHOMA,40135000210,2,2,Dem,122
OKLAHOMA,40135000105,2,2,Dem,203
OKLAHOMA,40135000209,2,2,Dem,107
OKLAHOMA,40135000307,2,2,Dem,78
OKLAHOMA,40127000004,2,2,Dem,72
OKLAHOMA,40127000008,2,2,Dem,28
OKLAHOMA,40129000202,3,3,Dem,9
OKLAHOMA,40149000007,3,3,Dem,28
OKLAHOMA,40105000301,2,2,Dem,90
OKLAHOMA,40105000101,2,2,Dem,86
OKLAHOMA,40021000009,2,2,Dem,223
OKLAHOMA,40021000013,2,2,Dem,202
OKLAHOMA,40017000202,3,,Dem,92
OKLAHOMA,40017000201,3,,Dem,210
OKLAHOMA,40103000105,3,3,Dem,109
OKLAHOMA,40103000101,3,3,Dem,127
OKLAHOMA,40103000102,3,3,Dem,27
OKLAHOMA,40009000320,3,3,Dem,69
OKLAHOMA,40105000102,2,2,Dem,124
OKLAHOMA,40105000103,2,2,Dem,53
OKLAHOMA,40105000201,2,2,Dem,47
OKLAHOMA,40021000008,2,2,Dem,152
OKLAHOMA,40147000071,1,2,Dem,117
OKLAHOMA,40147000073,1,2,Dem,76
OKLAHOMA,40147000711,1,2,Dem,43
OKLAHOMA,40147000054,1,2,Dem,458
OKLAHOMA,40147000033,1,2,Dem,226
OKLAHOMA,40147000051,1,2,Dem,321
OKLAHOMA,40021000004,2,2,Dem,671
OKLAHOMA,40147000062,1,2,Dem,251
OKLAHOMA,40119000102,3,3,Dem,252
OKLAHOMA,40119000301,3,3,Dem,531
OKLAHOMA,40119000013,3,3,Dem,668
OKLAHOMA,40017000303,3,3,Dem,705
OKLAHOMA,40017000217,3,5,Dem,692
OKLAHOMA,40065000023,3,3,Dem,43
OKLAHOMA,40109000205,5,5,Dem,711
OKLAHOMA,40109000032,5,4,Dem,384
OKLAHOMA,40109000190,5,3,Dem,539
OKLAHOMA,40109000037,5,5,Dem,499
OKLAHOMA,40133000034,5,5,Dem,401
OKLAHOMA,40133000014,5,5,Dem,199
OKLAHOMA,40093000022,3,3,Dem,79
OKLAHOMA,40093000002,3,3,Dem,73
OKLAHOMA,40093000010,3,3,Dem,6
OKLAHOMA,40133000023,5,5,Dem,268
OKLAHOMA,40041000011,2,2,Dem,168
OKLAHOMA,40143000075,1,1,Dem,475
OKLAHOMA,40143000146,1,1,Dem,394
OKLAHOMA,40025000005,3,3,Dem,12
OKLAHOMA,40025000006,3,3,Dem,13
OKLAHOMA,40025000007,3,3,Dem,6
OKLAHOMA,40093000020,3,3,Dem,114
OKLAHOMA,40093000004,3,3,Dem,19
OKLAHOMA,40143000011,1,1,Dem,477
OKLAHOMA,40143000072,1,1,Dem,357
OKLAHOMA,40143000046,1,1,Dem,1023
OKLAHOMA,40143000030,1,1,Dem,660
OKLAHOMA,40143000002,1,1,Dem,1023
OKLAHOMA,40041000007,2,2,Dem,420
OKLAHOMA,40041000003,2,2,Dem,292
OKLAHOMA,40123000013,4,4,Dem,404
OKLAHOMA,40123000065,4,4,Dem,103
