x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
6.437922884533095,10.599434687730787,2.0182252825876383,7.067011343560263,3.2580962613494195,6.59383692696398,9.761409637341679,15.768906722358215,12.040657310158963,13.025239963973632,5.201593549783523,10.819094142748789,4.520624869264601,10.327805804442407,5.073828664171759,6.557524410813691,15.380441759532928,8.47498110628993,5.701475330463321,5.20982304833029,10.10980449845791,0.4779182657734278,10.16784405975693,13.191369031354624,7.875076195188526,9.543145249790593,6.4511206007161155,12.393655337141906,3.836228458625165,7.301992185198426,2.071023283782094,6.834885305056191,4.931134781242867,12.99729652565496,11.116247265553358,15.42001613323051,11.827520106593077,9.867971641714238,5.967814983603917,15.681966566213768,A3,B1,C1,D1,E3,F3,G1,H3,I0,J1,K2,L2,M1,N0,O1,P1,Q3,R2,S0,T3
11.49564238455099,6.20337620516092,1.5817408411873397,7.32335745949147,5.392247600025923,6.537427865954237,3.4477450520940915,13.066232830896281,7.027453676630097,5.556001021430084,11.523238999664088,8.659766470613986,4.75248169000845,10.816556747555875,5.584556584398243,6.8267576270753345,15.990478134632639,9.095765452779897,9.797874028177823,4.023486782584948,9.55552755270911,0.6153473564891527,16.73240253097665,9.010830648010062,8.217508933789642,9.342571305100098,5.62389479545534,13.226162626932911,8.563719932554944,10.97165351236774,8.057849623686396,10.006263912398463,11.566811488407387,4.45008574852246,11.04250433813518,15.225220514130353,9.570336355937798,10.768266581613448,5.937495681198335,15.30890124193684,A1,B1,C1,D2,E0,F1,G1,H3,I0,J0,K2,L0,M1,N0,O0,P4,Q4,R2,S5,T3
12.541613183525788,7.672144603087837,1.7116645963621562,7.678300490900509,5.244612861872197,6.380676393212929,3.2522685166810765,13.365920992174704,10.459894631056212,9.101427724242065,3.9161419152757873,14.820527182735136,2.8638970970456024,2.532376550945027,10.918616565939182,10.623593264991758,10.850315596936817,7.192161210605403,6.697019487884048,4.747543860386981,7.544732989243357,13.910716890314177,9.70642477733748,0.31475743492606756,15.181874787300819,10.395288365223522,7.685902194343979,12.347767037958487,12.62449621531575,14.077723905061294,7.966146722125682,9.876079501506068,9.751943995645647,8.110863982973633,16.80736812015338,9.489179288418532,5.254487487351239,2.8849237056063672,14.144543055132596,4.952094230746171,A0,B1,C1,D2,E2,F5,G3,H0,I1,J1,K0,L1,M0,N0,O2,P4,Q0,R1,S2,T1
0.9908662566879334,11.114608239295169,12.3888944074731,8.925713112063558,11.238737729412025,14.621331817352637,10.18337450516349,13.971499402291197,10.916385414795151,14.297097652445567,11.141125081870094,8.96672926791578,1.8401852192881385,3.564627190197754,8.271367315448813,4.328021708141505,15.89478098102357,8.061659083979118,10.984626047154537,2.7355523703653692,6.759871182632825,14.91433155931954,11.592968345220159,11.842340244788046,8.262119616735289,9.49173785715811,8.519061036824928,7.422600831331933,8.311364678289642,11.512208231541898,15.575162931661971,10.003354450789336,10.732166521087036,7.315690789666365,17.851005017884532,9.453522663259074,0.3653130825983837,14.207492396739575,7.690876534589563,11.465118369910796,A4,B4,C2,D1,E3,F1,G3,H3,I0,J0,K0,L2,M1,N2,O0,P2,Q0,R1,S4,T0
11.303942430924788,10.201105974469142,2.3318630930022617,7.689704614263001,5.658835965414342,5.776391290338349,2.6243635625521033,12.434826019540102,9.160084425003491,10.012589225143401,9.706499847303615,9.079230397654968,11.041985943538071,9.474641493049674,7.67132084652406,4.689667829738182,15.159035559129746,9.569533061429283,10.170158976252438,3.1588236735553625,8.27656986788642,14.431881445995797,16.76829283837722,8.970749491015228,14.934703810450628,9.600207656259618,17.56007165662797,12.525811467996995,8.929089013824152,7.89562696757304,4.258544845190718,6.2771352638995905,11.79847431074807,12.559004973367182,16.14827535778652,10.306900204830011,16.209311989608228,4.679509476306526,8.78367692973353,10.551443384979562,A2,B1,C1,D2,E2,F1,G2,H3,I0,J0,K0,L0,M0,N1,O4,P1,Q1,R1,S1,T0
5.85156188361847,10.831907907957351,12.203656255621784,13.28195763246438,11.644840779101028,13.895326107186316,8.604253920009127,6.507836792926343,6.710345636192403,6.605879798006472,10.374658674068527,9.063489741495932,2.5520810076467995,2.8556249899661377,14.367780103798092,13.330245246823162,15.017353143360465,10.817116433547463,11.280879967786753,3.0771303426892995,11.757808270640211,7.395139188080731,9.651898427522234,0.048090353712365586,13.258559056315788,1.3027835326938377,8.522320991519143,11.821489952188761,8.064011994164309,6.365073824272613,3.5959723769553364,5.660696030379168,13.35653716000118,10.716913195450829,17.33989765190834,10.192599175935817,10.014289845235078,10.126103830111884,7.620578737577462,10.877834949639636,A3,B0,C2,D0,E0,F1,G3,H1,I0,J0,K1,L1,M2,N0,O3,P1,Q1,R1,S5,T0
11.459794060731985,6.443513648906106,11.301782646226258,14.335287639793224,11.84055060663272,13.482382604913411,8.662774036157057,7.398781006211727,12.127901175019176,5.998801958388821,6.200358525500047,9.799979619280238,1.1062896428200701,3.3077811705595863,10.854241016302256,10.205145590389213,14.174708226447393,9.03724218012914,6.175111375122064,4.666242428921805,8.691923748740045,1.3502385381725373,8.898631385872912,-0.08613127402203397,8.590208192312177,9.218715387947336,17.478691645946544,10.616066524031876,10.114558282124506,6.424548743437394,9.413930613708418,9.213017005119571,5.797565725995838,11.663644422764417,11.601396484000086,15.763906938236422,4.436241134064362,3.9037651490878176,7.80455538529663,5.982592081622381,A1,B0,C2,D0,E1,F3,G3,H0,I0,J1,K2,L1,M1,N1,O4,P4,Q3,R2,S2,T2
1.6778969678983564,10.652936104974502,10.830742476906211,14.406474836350425,5.137196715086366,5.143212367505199,9.447915461105968,16.061850951723926,12.430981658820276,6.471478736777361,11.742044255057781,15.678462582106018,2.0115940203730442,2.7422126477112823,10.379479420573398,10.665923792953826,15.576591944088687,10.225823320984407,9.45629464994798,4.032131493787359,8.726238442018357,1.2262646735731273,16.55353551138828,9.218663556313142,12.007195402522838,4.098793913267362,10.06783637432045,6.17912251983287,9.297554603708992,5.460458315639351,10.522318385736822,7.728977761315077,8.89335168326565,8.41702441438914,17.450720658817236,10.152655178673172,16.287924845991142,6.274852734579248,7.690386893322774,14.015905506720507,A4,B0,C1,D1,E1,F2,G3,H0,I0,J0,K2,L0,M2,N2,O3,P4,Q0,R1,S1,T3
11.178897931219524,6.612595277715936,2.1275732202312643,3.283649580098295,5.90220012187987,5.807454024708056,10.034035875443243,14.658046973711794,12.5989430499913,6.493934345284965,10.603993469876063,8.309029197963499,13.819838757923167,11.625380685664547,10.951042697181636,10.015604659391302,11.22604402504267,7.303903941647185,11.56560851385743,2.6000773094604974,8.314601142681973,14.04514159296467,9.877515083891907,0.11803349073699265,10.936494148365718,5.024144230102738,4.560945419601029,8.620539662410442,12.08787788810797,13.916741510182053,11.52318192365217,11.64916883574808,5.518275425569537,6.208080461694817,5.045774760641908,8.51456737024392,16.177110531636373,4.775477089417479,14.098586739720309,5.270987507481488,A1,B3,C1,D1,E1,F1,G0,H0,I1,J0,K0,L1,M2,N3,O2,P0,Q2,R0,S1,T1
11.215993587042123,10.805920939415078,13.128394201747462,8.115340093770326,12.864135407594592,6.779390102274502,9.207725092312266,15.17340552841071,11.467745800601843,13.726203805452466,4.317650156732776,14.08220666620992,11.511955547802927,9.116078419491267,14.365517553239874,14.280114919419828,14.959937065863334,9.689299681059923,9.589257108088677,5.240564757143423,13.726506830315937,6.749405025126333,16.83340508406469,8.99787610092918,8.489730534255362,8.488775946270035,18.304745995860817,10.489445785052695,10.201783160182831,5.577340301431552,1.1648472036165378,8.491599380358299,5.401629951643464,6.32006227445917,17.21460301664658,9.12161983256157,4.397962628278336,2.9273571616879575,5.142004311125623,14.976474168198214,A2,B4,C0,D1,E3,F5,G2,H1,I0,J0,K1,L0,M1,N1,O4,P1,Q2,R1,S2,T3
