x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,A,B,C,D,E,F,G,H
12.26578056883028,12.271036364562725,14.428677028664369,17.654762684533228,6.557123866417228,6.506914395441334,11.676720517403885,7.850209425411313,16.041556206714745,9.313736721714436,14.106297203972609,10.445371022971086,6.60257883704445,16.212027034063357,8.29508117037769,3.173341718685601,A3,B2,C0,D3,E0,F0,G3,H0
9.205106401551424,10.183898854261852,14.962283508295247,18.627060459806586,13.955108286285286,10.328592790000911,9.221334142077916,6.588301542245415,15.906070208732071,9.124696391328694,6.507245517021513,8.351504076028949,6.4075864119350765,16.349735073544238,7.658591428988287,3.821789996805312,A3,B2,C2,D1,E0,F1,G3,H0
15.447275711703314,4.315060426472541,10.612604749977573,9.584386517860114,10.83970468264491,12.616601904228189,9.857932872413784,12.729271025023339,8.63873546709787,11.902107606278214,13.46503089496167,10.970302385476996,6.570418783341543,17.340818857118904,7.165755670543067,10.302172408704699,A1,B1,C5,D0,E1,F0,G3,H1
7.389229745371027,9.982215122549112,9.650173863201307,10.657011773597036,14.099449558809507,10.403148972383894,9.610563507622064,7.024719158400679,7.38523381983591,12.850162428197464,6.445113684328362,4.7025077895991965,7.5550151628794255,11.041192552323768,6.822444690345399,10.639924565131226,A2,B1,C2,D1,E1,F2,G2,H1
6.200115163903417,11.46676653784117,10.576257775183883,11.159865521266283,7.135924781230826,6.90631365974938,5.571106131718109,9.51241360986901,17.058193429896782,8.832609902467127,6.4156194435910665,7.723538282163023,15.826638670980074,-0.17726822650952967,15.944613164219149,9.005109831086248,A4,B1,C0,D0,E0,F1,G1,H3
11.212973795008665,12.61059664506488,15.311316822379837,12.483746693671925,11.295126654607484,15.405248415585856,15.435716256883927,11.265153253301625,6.7775294879989385,14.089740897060635,8.362943546454106,5.471464670337409,6.287037867762152,16.512858536805755,7.0528760935729595,4.35106179145522,A3,B0,C1,D2,E1,F2,G3,H0
6.432787349156264,7.127261491565538,10.612856473331188,9.541461728299213,8.18852812630206,4.74379915279224,9.505106900718443,6.621487462794947,15.81754690510809,9.274049652124637,9.66354015320875,3.3981627540284536,7.159262843535793,10.882046414433603,9.005662953244173,5.7003397337726485,A0,B1,C4,D1,E0,F2,G2,H2
5.808609843617768,11.216303650900441,14.799611928179374,17.88076499348334,15.122228397201285,13.196134812303097,9.522898991172845,7.007857641190753,16.17122398258952,9.406593667363293,6.678655076645996,9.765121490921347,11.619363165163207,-0.6560149958645229,6.919014580469642,11.649181089977537,A4,B2,C3,D1,E0,F1,G0,H1
6.409939336180682,7.151366262126883,15.634090468368811,18.755861427376747,13.910508370704449,10.689317480702957,5.772688887076138,8.715608854817836,16.505083662079244,9.109479757425843,8.608447651859217,6.8080154912456265,6.848197095282371,17.98929427725551,6.138103607787445,11.107009991969885,A0,B2,C2,D0,E0,F1,G3,H1
14.623300038459178,5.089781601863289,14.481087813880336,12.398736300206533,8.770567364782522,5.804166610836745,12.004158591911066,8.71472537721478,6.588919587139108,13.90836985304425,8.063756047245358,5.084270175980231,17.03164458140069,-0.3483364393018986,9.029922910557476,5.766350347408317,A1,B0,C4,D3,E1,F2,G1,H2
14.618489730394492,5.2238047369561516,13.38457045861593,12.748645905559378,15.334101959997824,13.723858458693636,5.267011175591559,8.781132232188286,15.821013902066431,8.814358713081322,7.4057993520715275,10.07225056976526,18.336259953404557,-2.0377051077012904,6.413831188559121,10.894211612184481,A1,B0,C3,D0,E0,F1,G1,H1
6.10322477436486,7.223396907839462,13.115241110646814,9.315947103030435,14.913315327786426,13.272194657790966,11.46427702539772,7.904372377033446,15.925698539506076,9.129410462383666,7.85953434482271,5.320312021445866,7.747373670034912,11.116265861181304,7.140431055543423,4.7835004003729855,A0,B1,C3,D3,E0,F2,G2,H0
5.548752431958753,7.8572454683013175,13.024290931438086,9.490365703739007,10.14180378180051,14.017763851224425,4.3657744087216495,8.936301386210433,15.150379223987086,9.854442546907762,6.880127575724834,9.303047229688657,6.923864805634566,16.488400942618238,9.106660052687843,5.458448009702589,A0,B1,C5,D0,E0,F1,G3,H2
5.5290627975562385,7.7175167882234765,14.61530971291396,18.327952025771747,11.080608348796046,15.933079186106264,4.763106940438176,8.527027741716639,15.571170630788169,9.80171444255132,9.217153310750113,4.59768270534226,15.682679852492797,-0.10163474015909137,10.736539620211802,10.827392767738248,A0,B2,C1,D0,E0,F2,G1,H4
11.163027183849783,11.53846894151078,14.33606506030707,12.231396701288078,14.133755660862864,10.157650284501607,9.592694388728198,6.631764547186343,6.859166413044683,12.273489644445231,9.032041352739757,4.063655074613688,16.672517648858822,-0.3781696622751127,16.575441780786868,8.984842647974379,A3,B0,C2,D1,E1,F2,G1,H3
7.78492367869973,9.479063548917614,15.958518921794207,16.373909442136007,14.852760697706074,13.264917619969474,15.967632103397833,10.565041546936929,15.350396246944726,9.716103436408023,7.144260919589809,4.403520641292762,12.014222383742199,1.097480134915255,10.631147331893127,10.950465265971637,A2,B2,C3,D2,E0,F2,G0,H4
5.70314047335399,11.71636050348733,14.716039032245273,11.893334664621296,7.540978151658006,7.461027064528108,9.409594697571594,6.935294532318431,16.143915558680224,9.01852041809014,6.210791020339552,5.5741197275252405,11.262073455156438,0.7757440798356952,10.502200222097722,11.139557596011043,A4,B0,C0,D1,E0,F2,G0,H4
6.41582746999746,6.884411087174652,13.853664026824855,18.080763551645035,10.234069460723834,13.947991959352455,11.181476737614732,7.888130726540508,15.670607758225286,9.183816196168186,15.087957530604546,9.202917317934984,8.533165238370247,12.225651479508114,5.546678701076554,5.183553444605331,A0,B2,C5,D3,E0,F0,G2,H0
12.291994939973945,12.122696473607991,15.51630493655236,17.574319885247778,13.85039090444087,10.724773978041616,9.042731154253511,6.464762076219463,15.977746575973278,9.133851582937,8.113357467974263,8.367604413573941,16.391171042447624,-0.11484954336774522,10.641736486927003,10.907401210553093,A3,B2,C2,D1,E0,F1,G1,H4
12.211350853238445,11.40285779980216,14.642300743670615,13.403009250574904,10.91671734114266,13.019706616650932,11.157795050225301,7.603086126716978,15.840903401600572,9.465363389259174,15.303669842992285,8.960759525340336,7.640381944247623,10.917058569089718,10.425142546230433,11.156935646554377,A3,B0,C5,D3,E0,F0,G2,H4
6.585732112592932,6.685349185065287,9.815459103868251,11.361295057696845,13.922040495795748,10.500733756568957,12.579091489844188,9.558074858206766,15.737901391209624,9.30210075942809,7.468919391638385,4.833862026985009,7.273218599176163,10.510047040462256,10.291730068343666,11.319782271165558,A0,B1,C2,D3,E0,F2,G2,H4
6.597684647186012,6.423117413903867,15.46786444115357,12.485395173177507,14.08316972719758,10.405460535389825,14.939366565018627,11.515864783834472,15.588071913219302,9.42389437027697,15.619526449413977,9.663006503243102,10.071471816931256,-1.4713963669797796,17.326798983056936,8.323416036810514,A0,B0,C2,D2,E0,F0,G0,H3
7.7281930121732065,9.78344279478929,13.334421866602973,13.12442453087348,14.7074851073648,13.109428974286576,16.893755008107426,9.213622474747377,15.271158320139532,9.985222843861182,9.945753442241047,4.965480170574429,11.329273982169251,0.1840693707554853,6.554979840724262,10.970811303450253,A2,B0,C3,D2,E0,F2,G0,H1
14.805644640570913,5.096456921854793,13.525666832577894,18.121216361927488,10.05725767023302,14.45230270944979,6.44419679388676,10.002081137594386,7.336382897072571,12.583953626153669,8.833000904720357,3.4718957420671113,6.896375135471022,11.737344592416411,9.440575352590038,5.464741710598815,A1,B2,C5,D0,E1,F2,G2,H2
10.978800509419274,11.627267029983695,13.136686247514186,13.24585719423018,14.649191453508196,12.632945746516276,10.473333995619255,7.3208930738704945,16.042371254617606,9.313448378743676,10.438415822503506,4.1387506107080325,6.849625416627682,9.434256470444245,9.85501184811586,5.887879342980376,A3,B0,C3,D1,E0,F2,G2,H2
7.975086222536179,10.633176970498331,14.162374465804904,13.057040592649988,11.082061915009792,12.903902607909595,9.677424539118741,6.689413001490323,7.15472762564993,13.811196542853574,7.0187649306338225,5.838483364714625,9.71669220275551,-0.5561522541951742,10.588620434838194,11.07247172678053,A2,B0,C5,D1,E1,F2,G0,H4
7.003133744409273,6.817214926814351,11.075123300642893,9.34673323428022,7.77342742313129,7.91104989726941,15.856612622662894,10.447925142618978,15.636395013317273,9.498783574342925,7.646977470342691,5.6160378308619645,7.266304427922275,16.90019958833614,10.500555155193886,11.080637870359991,A0,B1,C0,D2,E0,F2,G3,H4
9.882347955474698,10.605454240425225,15.277358839727311,17.620277909190182,13.889488513022973,10.369181632199373,8.474541377034138,6.122320928243696,6.093956940349964,14.926410138047052,7.9088454290689345,7.877116980107943,11.011792715197728,0.06690072977153047,7.5055591111649855,3.6618148962164017,A3,B2,C2,D1,E1,F1,G0,H0
5.3025880748982335,11.910397207861962,14.998563332578335,18.269975082064022,8.168908644515003,5.254688222677982,7.052099837885375,10.366501111767759,15.691645970851251,8.836526502737621,14.671756659243071,10.144007827799102,7.064665300777932,11.048918394548144,10.006496247555486,6.677626084935845,A4,B2,C4,D0,E0,F0,G2,H2
11.387986960615947,12.281702161198337,13.357619957131549,13.602475056115635,9.027851346663232,5.23642692277601,15.547791166608185,11.644482416340747,7.099691750524026,14.019780923626644,5.374960803946036,6.027142911167419,9.175773705577953,0.2326651892446473,10.597991952638221,6.375176996668697,A3,B0,C4,D2,E1,F2,G0,H2
9.866116247448332,11.549086717214086,13.700660062230869,12.531592551636647,7.578414009202953,6.734955707796272,16.769485455021073,10.609150465939177,15.940557223237887,9.126175713302649,14.068476590452926,9.590223255014482,6.345843412301298,16.69651273942181,15.61126592974225,9.35965947281908,A2,B0,C0,D2,E0,F0,G3,H3
6.7377589649123655,6.456555113480662,16.21331708583688,17.68740553812951,11.755165701035088,15.47311772364215,9.094777978743288,6.285892008523844,15.902812933126953,9.475704335186268,10.244642999624952,2.2255153444830285,16.40050970202716,-0.46199678133517796,9.603626267132377,6.2593963805249775,A0,B2,C1,D1,E0,F2,G1,H2
12.359974936811115,12.845790245391305,14.41797495307364,17.710037407264657,10.914698203657048,15.679390017842211,9.374636961639103,6.745865419296602,15.947116988950134,9.485707803347394,7.808713403905903,9.879239652530007,6.893677348801536,17.42537396085044,15.169110340353587,10.366724899039989,A3,B2,C1,D1,E0,F1,G3,H3
11.833993230057951,11.937450488869256,14.19932880800806,13.516913605593011,9.527093894350246,5.4159611700609265,9.461850339500552,6.603144782392957,15.225309045893052,9.572419333813954,7.453716640772022,8.333853017185954,6.601959359834668,16.217977384809107,7.1364414598584345,3.708559404039312,A3,B0,C4,D1,E0,F1,G3,H0
5.180008681270179,11.777693647837527,13.478523075566207,14.021306857737374,15.455728025459154,13.153813407639095,6.14265469321187,9.581109598880413,7.140564784691594,13.721530456685677,14.917888547671534,10.758411930424064,8.126886351708993,11.777460997461928,5.87434940414842,11.041503479370213,A4,B0,C3,D0,E1,F0,G2,H1
7.329514654082521,9.790856572911318,11.165806813044163,9.479517294660935,15.32631885061042,12.97371154844354,15.311556459479227,11.022313935674068,16.126125640685213,9.459896052808565,8.761626664425263,4.7124695074003355,10.484794219289247,-1.0571763381763022,16.824053755743233,8.876278023977699,A2,B1,C3,D2,E0,F2,G0,H3
14.535219169868402,5.6330336773094025,14.005716306603643,12.83027651466537,10.139069205310573,3.670414166267836,16.319331109923695,10.319838667357699,15.949245862658056,8.954874077304417,15.106494501526672,9.957342139433203,6.642835346686821,10.911504252440754,9.513075748881276,6.158131916132676,A1,B0,C4,D2,E0,F0,G2,H2
