x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,A,B,C,D,E,F,G,H
12.26578056883028,12.271036364562727,14.42867702866437,17.654762684533225,6.5571238664172276,6.506914395441334,11.676720517403885,7.850209425411313,16.041556206714745,9.313736721714436,14.10629720397261,10.445371022971086,6.60257883704445,16.212027034063357,8.29508117037769,3.1733417186856006,A3,B2,C0,D3,E0,F0,G3,H0
9.205106401551424,10.183898854261853,14.962283508295249,18.627060459806582,13.955108286285283,10.328592790000913,9.221334142077916,6.588301542245416,15.90607020873207,9.124696391328694,6.507245517021513,8.351504076028949,6.407586411935078,16.349735073544238,7.658591428988288,3.8217899968053124,A3,B2,C2,D1,E0,F1,G3,H0
15.447275711703316,4.315060426472541,10.612604749977573,9.584386517860114,10.83970468264491,12.61660190422819,9.857932872413782,12.72927102502334,8.63873546709787,11.902107606278216,13.46503089496167,10.970302385476998,6.570418783341542,17.340818857118904,7.165755670543068,10.3021724087047,A1,B1,C5,D0,E1,F0,G3,H1
7.389229745371028,9.982215122549114,9.650173863201307,10.657011773597036,14.099449558809509,10.403148972383894,9.610563507622063,7.02471915840068,7.385233819835909,12.850162428197466,6.445113684328363,4.702507789599196,7.555015162879426,11.041192552323768,6.822444690345399,10.639924565131228,A2,B1,C2,D1,E1,F2,G2,H1
6.200115163903417,11.46676653784117,10.576257775183885,11.159865521266285,7.135924781230826,6.90631365974938,5.571106131718108,9.512413609869013,17.058193429896782,8.832609902467128,6.4156194435910665,7.723538282163022,15.826638670980074,-0.17726822650952967,15.944613164219147,9.005109831086248,A4,B1,C0,D0,E0,F1,G1,H3
11.212973795008665,12.610596645064879,15.311316822379837,12.483746693671923,11.295126654607484,15.405248415585858,15.435716256883923,11.265153253301623,6.7775294879989385,14.089740897060635,8.362943546454106,5.471464670337408,6.287037867762151,16.512858536805755,7.05287609357296,4.35106179145522,A3,B0,C1,D2,E1,F2,G3,H0
6.432787349156265,7.127261491565539,10.612856473331188,9.541461728299213,8.18852812630206,4.74379915279224,9.505106900718442,6.621487462794948,15.81754690510809,9.274049652124637,9.66354015320875,3.3981627540284536,7.159262843535793,10.882046414433605,9.005662953244173,5.700339733772649,A0,B1,C4,D1,E0,F2,G2,H2
5.808609843617769,11.21630365090044,14.799611928179372,17.88076499348334,15.122228397201283,13.196134812303098,9.522898991172845,7.007857641190753,16.17122398258952,9.406593667363293,6.678655076645997,9.765121490921349,11.619363165163207,-0.6560149958645229,6.919014580469641,11.649181089977535,A4,B2,C3,D1,E0,F1,G0,H1
6.409939336180683,7.151366262126884,15.634090468368811,18.755861427376747,13.910508370704449,10.689317480702956,5.772688887076137,8.715608854817836,16.505083662079244,9.109479757425843,8.608447651859217,6.8080154912456265,6.848197095282371,17.98929427725551,6.138103607787445,11.107009991969887,A0,B2,C2,D0,E0,F1,G3,H1
14.623300038459178,5.089781601863289,14.481087813880334,12.398736300206533,8.770567364782522,5.804166610836745,12.004158591911063,8.71472537721478,6.588919587139109,13.90836985304425,8.063756047245356,5.084270175980231,17.03164458140069,-0.3483364393018986,9.029922910557476,5.766350347408317,A1,B0,C4,D3,E1,F2,G1,H2
